,TARGET,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,JOB
13565,0,Y,Y,135000.0,-20071,-3685,Laborers
13566,0,Y,Y,157500.0,-14330,-1936,Sales staff
13567,0,N,Y,144000.0,-11175,-322,Cooking staff
13568,0,Y,Y,270000.0,-20715,-1104,Laborers
13569,0,N,Y,382500.0,-10136,-539,Laborers
13570,0,N,N,157500.0,-11965,-3876,Core staff
13571,0,N,Y,157500.0,-17262,-1107,Sales staff
13572,0,N,Y,675000.0,-19698,-4441,Managers
13573,0,Y,Y,315000.0,-15586,-3337,Managers
13574,0,Y,Y,112500.0,-18731,-4397,Laborers
13575,0,N,Y,148500.0,-9382,-2049,Medicine staff
13576,0,Y,Y,337500.0,-23711,-7494,Laborers
13577,0,Y,N,306000.0,-16011,-1649,Managers
13578,0,N,Y,180000.0,-17733,-5622,Laborers
13579,0,N,Y,157500.0,-8948,-1751,Core staff
13580,0,N,Y,112500.0,-18435,-2175,Sales staff
13581,0,Y,Y,315000.0,-17543,-2851,Drivers
13582,0,N,Y,115200.0,-14876,-716,Laborers
13583,0,N,N,225000.0,-10559,-429,Drivers
13584,0,N,Y,108000.0,-12723,-1132,Sales staff
13585,0,N,Y,99000.0,-17592,-5069,Sales staff
13586,0,N,N,216000.0,-12946,-2418,Laborers
13587,0,Y,N,180000.0,-11388,-1315,Core staff
13588,0,N,N,157500.0,-12603,-102,Sales staff
13589,0,N,N,121500.0,-22014,-5239,Accountants
13590,0,N,Y,324000.0,-13482,-4795,Managers
13591,0,Y,N,247500.0,-13086,-1931,Laborers
13592,0,N,Y,180000.0,-23007,-11589,Cleaning staff
13593,0,Y,Y,391500.0,-16995,-7264,Core staff
13594,0,N,N,121500.0,-10312,-703,Laborers
13595,0,Y,N,315000.0,-13592,-3504,Accountants
13596,0,N,Y,135000.0,-17121,-9751,Core staff
13597,0,N,Y,225000.0,-20924,-1050,Cleaning staff
13598,0,Y,Y,301500.0,-9009,-864,Laborers
13599,0,N,Y,202500.0,-10106,-93,Accountants
13600,0,N,Y,90000.0,-19482,-2878,Laborers
13601,0,N,N,103500.0,-14122,-187,Laborers
13602,0,N,Y,112500.0,-14601,-7900,Laborers
13603,0,Y,N,351000.0,-16143,-8479,Private service staff
13604,0,N,Y,76500.0,-17572,-4601,Cooking staff
13605,0,N,Y,67500.0,-15630,-716,Cleaning staff
13606,0,Y,N,267750.0,-20991,-4727,Laborers
13607,0,N,N,135000.0,-10151,-1138,Laborers
13608,0,N,Y,67500.0,-12176,-5316,High skill tech staff
13609,0,Y,N,225000.0,-12769,-4114,HR staff
13610,0,Y,Y,180000.0,-11533,-746,Drivers
13611,0,N,N,202500.0,-11813,-3266,Sales staff
13612,0,N,N,112500.0,-14225,-5179,Medicine staff
13613,0,Y,Y,225000.0,-17402,-3153,Core staff
13614,0,N,Y,360000.0,-14687,-2463,Cooking staff
13615,0,N,Y,112500.0,-11648,-3243,Core staff
13616,0,Y,Y,144000.0,-12116,-2714,Drivers
13617,0,N,Y,112500.0,-10815,-2806,Managers
13618,0,Y,Y,247500.0,-15606,-160,Sales staff
13619,0,N,Y,450000.0,-17526,-3337,High skill tech staff
13620,0,N,Y,135000.0,-10650,-3163,Accountants
13621,0,N,N,90000.0,-11620,-994,Laborers
13622,0,N,Y,247500.0,-10916,-921,Accountants
13623,0,Y,N,337500.0,-10266,-1652,Managers
13624,0,N,N,315000.0,-10860,-1001,Security staff
13625,0,N,Y,144000.0,-16311,-7504,Accountants
13626,0,N,N,157500.0,-12636,-5345,Medicine staff
13627,0,N,Y,180000.0,-9561,-2248,Core staff
13628,0,N,Y,135000.0,-18199,-5190,Cleaning staff
13629,0,N,N,103500.0,-11720,-1191,Sales staff
13630,0,Y,Y,139500.0,-14355,-5557,Laborers
13631,0,N,Y,153000.0,-13283,-1324,Accountants
13632,0,N,Y,180000.0,-18713,-3549,Sales staff
13633,0,N,Y,112500.0,-11234,-2531,Sales staff
13634,0,N,Y,121500.0,-14866,-5992,Medicine staff
13635,0,N,N,157500.0,-14130,-2877,Private service staff
13636,0,N,Y,135000.0,-13280,-348,Sales staff
13637,0,N,Y,112500.0,-11543,-979,Sales staff
13638,0,N,Y,90000.0,-19482,-2878,Laborers
13639,0,N,N,157500.0,-11009,-1434,Low-skill Laborers
13640,0,N,Y,157500.0,-18650,-1892,Laborers
13641,0,N,N,36000.0,-14500,-459,Core staff
13642,0,N,Y,247500.0,-11268,-2545,Laborers
13643,0,Y,N,119250.0,-17542,-645,Drivers
13644,0,N,Y,144000.0,-16979,-1830,Security staff
13645,0,N,Y,247500.0,-13788,-3822,Laborers
13646,0,N,N,135000.0,-12546,-2539,Low-skill Laborers
13647,0,Y,N,225000.0,-15123,-2873,Sales staff
13648,0,N,N,180000.0,-19047,-2454,Laborers
13649,0,N,N,99000.0,-10713,-1530,Sales staff
13650,0,N,N,112500.0,-14307,-188,Laborers
13651,0,N,N,292500.0,-14434,-3680,Secretaries
13652,0,Y,Y,180000.0,-16280,-3062,Managers
13653,0,Y,Y,157500.0,-9862,-2135,Laborers
13654,0,Y,N,112500.0,-17372,-978,Sales staff
13655,0,Y,Y,270000.0,-17193,-1137,Laborers
13656,0,N,N,135000.0,-17615,-339,Accountants
13657,0,N,Y,270000.0,-15450,-770,Security staff
13658,0,Y,N,90000.0,-11435,-2046,Laborers
13659,0,N,Y,121500.0,-11157,-277,Accountants
13660,0,N,N,45000.0,-14374,-798,Sales staff
13661,0,N,N,292500.0,-14232,-1404,Sales staff
13662,0,N,Y,202500.0,-19032,-3776,Laborers
13663,0,N,N,90000.0,-11639,-3333,Waiters/barmen staff
13664,0,N,Y,202500.0,-12440,-503,Core staff
13665,0,N,N,112500.0,-11028,-110,Sales staff
13666,0,Y,Y,180000.0,-12723,-1649,Sales staff
13667,0,Y,Y,135000.0,-10000,-1779,Laborers
13668,0,N,Y,252000.0,-18352,-139,Medicine staff
13669,0,N,Y,202500.0,-12831,-803,Accountants
13670,0,N,Y,270000.0,-15438,-2197,Secretaries
13671,0,N,Y,225000.0,-12262,-223,Managers
13672,0,Y,N,360000.0,-10276,-556,Drivers
13673,0,N,Y,90000.0,-18975,-751,Core staff
13674,0,Y,Y,103500.0,-10761,-126,Laborers
13675,0,Y,Y,247500.0,-10012,-826,High skill tech staff
13676,0,N,N,94500.0,-16758,-1619,Waiters/barmen staff
13677,0,Y,Y,135000.0,-19841,-4428,Managers
13678,0,N,N,135000.0,-10370,-1384,Accountants
13679,0,Y,N,135000.0,-12427,-614,Laborers
13680,0,N,N,270000.0,-9943,-554,Managers
13681,0,N,Y,112500.0,-9811,-864,Core staff
13682,0,Y,N,495000.0,-10261,-235,Laborers
13683,0,N,Y,225000.0,-17438,-142,Sales staff
13684,0,N,N,180000.0,-14972,-1063,Core staff
13685,0,Y,N,315000.0,-14504,-2518,Accountants
13686,0,Y,Y,270000.0,-13669,-428,Managers
13687,0,Y,N,202500.0,-15904,-3787,Laborers
13688,0,N,N,202500.0,-11447,-3030,Laborers
13689,0,N,Y,157500.0,-17262,-1107,Sales staff
13690,0,Y,N,270000.0,-18402,-714,Core staff
13691,0,N,N,202500.0,-13040,-1223,Core staff
13692,0,N,Y,135000.0,-17579,-1904,Laborers
13693,0,N,Y,135000.0,-17068,-8325,Laborers
13694,0,N,Y,171000.0,-10145,-107,Laborers
13695,0,Y,Y,202500.0,-10310,-2257,Sales staff
13696,0,N,Y,90000.0,-17708,-5555,Laborers
13697,0,N,Y,135000.0,-8758,-296,High skill tech staff
13698,0,N,Y,283500.0,-17651,-2384,Private service staff
13699,0,Y,N,171000.0,-14017,-6488,Medicine staff
13700,0,N,Y,270000.0,-13749,-2877,Managers
13701,0,N,N,157500.0,-13779,-1878,Sales staff
13702,0,N,Y,157500.0,-13355,-625,Sales staff
13703,0,N,N,202500.0,-10954,-745,Drivers
13704,0,Y,N,337500.0,-14474,-1010,Managers
13705,0,N,Y,180000.0,-9561,-2248,Core staff
13706,0,N,Y,90000.0,-16280,-3694,Sales staff
13707,0,N,Y,112500.0,-15925,-3332,Sales staff
13708,0,Y,Y,135000.0,-13784,-1773,High skill tech staff
13709,0,Y,Y,337500.0,-12977,-3970,Laborers
13710,0,N,Y,360000.0,-17965,-2775,Private service staff
13711,0,N,Y,112500.0,-18259,-5756,Sales staff
13712,0,N,N,144000.0,-15970,-8987,Cleaning staff
13713,0,N,Y,270000.0,-12654,-823,Sales staff
13714,0,N,Y,135000.0,-16668,-2277,Laborers
13715,0,Y,N,225000.0,-14660,-1254,Drivers
13716,0,N,Y,225000.0,-18934,-1539,Accountants
13717,0,Y,Y,315000.0,-14004,-292,Managers
13718,0,N,Y,99000.0,-10192,-1371,Sales staff
13719,0,Y,Y,126000.0,-14811,-2628,Laborers
13720,0,N,N,202500.0,-22800,-102,Drivers
13721,0,Y,Y,270000.0,-18871,-3928,Drivers
13722,0,N,Y,157500.0,-13463,-767,Core staff
13723,0,N,N,202500.0,-12096,-575,Drivers
13724,0,N,Y,292500.0,-18729,-984,Managers
13725,0,N,N,216000.0,-20062,-561,Cleaning staff
13726,0,Y,Y,261000.0,-15936,-1508,Managers
13727,0,N,Y,157500.0,-14133,-185,Sales staff
13728,0,Y,Y,180000.0,-11542,-1169,Sales staff
13729,0,N,N,180000.0,-10218,-1740,Security staff
13730,0,N,Y,135000.0,-14918,-1866,Sales staff
13731,0,Y,Y,540000.0,-13151,-3725,Accountants
13732,0,Y,N,292500.0,-10502,-3779,Managers
13733,0,N,N,180000.0,-13643,-4663,Laborers
13734,0,Y,N,171000.0,-11301,-2250,Laborers
13735,0,Y,N,121500.0,-14869,-6904,Laborers
13736,0,N,Y,135000.0,-18041,-2137,Laborers
13737,0,N,Y,279000.0,-16529,-3822,Sales staff
13738,0,N,Y,112500.0,-14166,-1991,Core staff
13739,0,Y,Y,315000.0,-16314,-882,Managers
13740,0,N,Y,225000.0,-18630,-1462,Laborers
13741,0,N,N,90000.0,-19120,-2567,Laborers
13742,0,N,Y,153000.0,-13283,-1324,Accountants
13743,0,Y,N,247500.0,-14750,-89,Drivers
13744,0,Y,Y,157500.0,-13867,-3095,Laborers
13745,0,N,Y,90000.0,-18744,-3141,Laborers
13746,0,N,Y,229500.0,-16641,-1192,Core staff
13747,0,N,N,103500.0,-12987,-3537,High skill tech staff
13748,0,N,Y,216000.0,-18873,-12169,Laborers
13749,0,Y,Y,270000.0,-15167,-2162,Drivers
13750,0,Y,Y,135000.0,-16413,-622,High skill tech staff
13751,0,N,Y,180000.0,-17075,-2942,Laborers
13752,0,N,Y,360000.0,-11524,-2554,Sales staff
13753,0,Y,Y,450000.0,-15098,-1562,Managers
13754,0,Y,N,90000.0,-13135,-3657,High skill tech staff
13755,0,Y,Y,225000.0,-10911,-535,Laborers
13756,0,N,N,67500.0,-10565,-2970,Medicine staff
13757,0,Y,N,202500.0,-11942,-3638,Sales staff
13758,0,N,Y,135000.0,-11905,-2470,Cooking staff
13759,0,Y,Y,162000.0,-18071,-2822,Laborers
13760,0,N,Y,315000.0,-18018,-11157,Private service staff
13761,0,N,N,202500.0,-13040,-1223,Core staff
13762,0,Y,Y,126000.0,-10302,-734,Core staff
13763,0,Y,Y,360000.0,-19958,-7465,Laborers
13764,0,N,Y,135000.0,-14185,-958,Laborers
13765,0,Y,Y,360000.0,-8780,-1534,Managers
13766,0,Y,Y,225000.0,-16643,-180,Medicine staff
13767,0,Y,Y,247500.0,-15606,-160,Sales staff
13768,0,N,Y,135000.0,-9749,-635,Secretaries
13769,0,Y,N,180000.0,-13264,-397,Laborers
13770,0,N,Y,225000.0,-20538,-5525,Sales staff
13771,0,N,Y,297000.0,-15519,-3234,Laborers
13772,0,N,N,157500.0,-21261,-405,Security staff
13773,0,N,Y,270000.0,-18454,-7518,Drivers
13774,0,N,Y,99000.0,-18068,-8870,Medicine staff
13775,0,N,N,135000.0,-12328,-2474,Sales staff
13776,0,N,Y,112500.0,-20008,-5585,Security staff
13777,0,Y,N,229500.0,-21665,-4342,Managers
13778,0,Y,Y,90000.0,-17532,-8044,Medicine staff
13779,0,Y,Y,180000.0,-18667,-2150,Managers
13780,0,N,N,144000.0,-12277,-982,High skill tech staff
13781,0,Y,Y,135000.0,-11746,-401,Managers
13782,0,N,Y,112500.0,-19054,-1296,Cleaning staff
13783,0,N,N,247500.0,-15037,-2208,Laborers
13784,0,N,N,157500.0,-13549,-2877,Accountants
13785,0,Y,N,252000.0,-12483,-1650,High skill tech staff
13786,0,Y,N,1350000.0,-12999,-1560,Managers
13787,0,N,Y,121500.0,-14656,-588,Sales staff
13788,0,Y,Y,157500.0,-13584,-6337,Medicine staff
13789,0,N,Y,135000.0,-17152,-1359,Drivers
13790,0,N,N,135000.0,-12541,-4549,Laborers
13791,0,N,Y,67500.0,-16694,-412,Sales staff
13792,0,Y,Y,270000.0,-12257,-1463,Laborers
13793,0,Y,Y,315000.0,-16990,-2026,Drivers
13794,0,N,Y,135000.0,-20782,-2321,Laborers
13795,0,Y,N,112500.0,-10890,-1934,Drivers
13796,0,Y,Y,225000.0,-17398,-458,Drivers
13797,0,Y,N,157500.0,-10733,-1763,Laborers
13798,0,N,N,135000.0,-15493,-645,Laborers
13799,0,Y,Y,126000.0,-18512,-211,Drivers
13800,0,N,N,112500.0,-13436,-2452,High skill tech staff
13801,0,Y,N,292500.0,-15422,-3009,Laborers
13802,0,N,Y,135000.0,-10414,-2742,Laborers
13803,0,N,Y,175500.0,-15248,-2227,Managers
13804,0,N,Y,103500.0,-22466,-12870,Managers
13805,0,N,N,73350.0,-14321,-7068,Medicine staff
13806,0,Y,Y,225000.0,-12075,-1430,High skill tech staff
13807,0,N,Y,126000.0,-12411,-1773,Managers
13808,0,N,Y,112500.0,-18484,-6033,Medicine staff
13809,0,Y,Y,157500.0,-14639,-679,Accountants
13810,0,N,Y,720000.0,-16722,-2223,Managers
13811,0,Y,Y,225000.0,-15000,-1117,Managers
13812,0,N,Y,153000.0,-12173,-309,Laborers
13813,0,N,Y,202500.0,-22318,-565,Cleaning staff
13814,0,N,Y,135000.0,-18195,-11555,High skill tech staff
13815,0,N,Y,180000.0,-16490,-2750,High skill tech staff
13816,0,Y,Y,112500.0,-14229,-1112,Security staff
13817,0,N,Y,112500.0,-19261,-5130,Sales staff
13818,0,N,N,211500.0,-14636,-4690,Laborers
13819,0,N,Y,135000.0,-12175,-200,Laborers
13820,0,Y,Y,225000.0,-12208,-3273,Accountants
13821,0,Y,N,229500.0,-21665,-4342,Managers
13822,0,Y,Y,450000.0,-16053,-1905,Core staff
13823,0,N,N,157500.0,-17366,-3080,Core staff
13824,0,N,N,135000.0,-10370,-1384,Accountants
13825,0,Y,N,306000.0,-16011,-1649,Managers
13826,0,Y,N,310500.0,-9930,-674,Laborers
13827,0,N,Y,225000.0,-16286,-1677,Drivers
13828,0,N,N,117000.0,-13494,-1281,Sales staff
13829,0,N,Y,315000.0,-10744,-3420,Laborers
13830,0,Y,Y,247500.0,-11770,-285,Sales staff
13831,0,N,N,117000.0,-17087,-7310,Medicine staff
13832,0,Y,Y,90000.0,-11160,-1904,Sales staff
13833,0,N,Y,135000.0,-11034,-2421,Laborers
13834,0,N,N,157500.0,-13549,-2877,Accountants
13835,0,Y,Y,225000.0,-17402,-3153,Core staff
13836,0,N,N,270000.0,-16517,-991,Core staff
13837,0,N,Y,99000.0,-10425,-757,Laborers
13838,0,Y,Y,315000.0,-10655,-1444,Managers
13839,0,N,Y,90000.0,-21532,-4630,Laborers
13840,0,Y,Y,225000.0,-16175,-2371,Drivers
13841,0,N,N,112500.0,-15447,-2470,Sales staff
13842,0,Y,Y,180000.0,-10091,-643,High skill tech staff
13843,0,Y,Y,247500.0,-14122,-3383,Managers
13844,0,Y,Y,225000.0,-10796,-2531,Laborers
13845,0,N,Y,157500.0,-13463,-1993,Security staff
13846,0,Y,Y,540000.0,-13758,-2535,Managers
13847,0,N,N,157500.0,-19657,-1710,Sales staff
13848,0,N,Y,180000.0,-16165,-848,Laborers
13849,0,Y,N,166500.0,-10568,-2026,Laborers
13850,0,Y,N,119250.0,-17542,-645,Drivers
13851,0,Y,Y,135000.0,-15428,-1723,Accountants
13852,0,N,Y,121500.0,-22046,-2011,Laborers
13853,0,Y,N,202500.0,-14096,-1344,Accountants
13854,0,N,N,225000.0,-13021,-5082,Managers
13855,0,N,N,135000.0,-11448,-1982,Accountants
13856,0,Y,N,310500.0,-9930,-674,Laborers
13857,0,Y,Y,180000.0,-9570,-2620,Drivers
13858,0,N,Y,193500.0,-9070,-401,Sales staff
13859,0,N,N,202500.0,-14364,-6352,Laborers
13860,0,N,Y,135000.0,-16911,-4253,Sales staff
13861,0,N,N,135000.0,-18197,-4418,Accountants
13862,0,Y,Y,135000.0,-16413,-622,High skill tech staff
13863,0,N,Y,135000.0,-15114,-6250,Sales staff
13864,0,N,Y,121500.0,-15090,-3138,Sales staff
13865,0,N,Y,135000.0,-16300,-9698,Managers
13866,0,N,Y,225000.0,-15914,-5379,Private service staff
13867,0,N,Y,112500.0,-15925,-3332,Sales staff
13868,0,N,Y,63000.0,-10421,-1203,Medicine staff
13869,0,N,Y,225000.0,-10182,-2403,Sales staff
13870,0,Y,Y,135000.0,-12021,-130,Sales staff
13871,0,N,Y,112500.0,-14153,-2075,Sales staff
13872,0,N,Y,76500.0,-15602,-5061,Sales staff
13873,0,N,N,270000.0,-16723,-712,Managers
13874,0,N,Y,157500.0,-16562,-1043,Security staff
13875,0,Y,N,103500.0,-14276,-2561,Sales staff
13876,0,N,N,189000.0,-18452,-137,Laborers
13877,0,N,N,135000.0,-13566,-1900,High skill tech staff
13878,0,Y,Y,225000.0,-15317,-1656,High skill tech staff
13879,0,N,Y,135000.0,-18421,-1308,Drivers
13880,0,Y,Y,157500.0,-19487,-3255,Laborers
13881,0,Y,Y,180000.0,-9905,-3343,Laborers
13882,0,Y,Y,112500.0,-16150,-1618,Drivers
13883,0,N,N,135000.0,-14041,-705,Accountants
13884,0,Y,Y,135000.0,-19008,-3607,Managers
13885,0,Y,Y,450000.0,-18362,-2141,Medicine staff
13886,0,N,N,234000.0,-21967,-5215,Core staff
13887,0,N,Y,180000.0,-14336,-6860,Laborers
13888,0,N,N,270000.0,-14846,-1292,High skill tech staff
13889,0,Y,N,180000.0,-14084,-2696,Drivers
13890,0,Y,Y,180000.0,-11222,-1386,Drivers
13891,0,N,Y,180000.0,-19692,-2425,Private service staff
13892,0,N,N,108000.0,-15803,-9029,High skill tech staff
13893,0,Y,Y,135000.0,-15068,-2067,Sales staff
13894,0,N,Y,675000.0,-19698,-4441,Managers
13895,0,Y,N,225000.0,-17762,-2484,Laborers
13896,0,Y,Y,135000.0,-10612,-978,Laborers
13897,0,Y,Y,180000.0,-12461,-678,Sales staff
13898,0,N,N,270000.0,-11451,-2206,Accountants
13899,0,Y,Y,135000.0,-19008,-3607,Managers
13900,0,N,N,135000.0,-14999,-321,Drivers
13901,0,N,Y,180000.0,-19881,-7718,Secretaries
13902,0,Y,Y,180000.0,-11511,-3806,Core staff
13903,0,Y,N,135000.0,-18529,-1204,Drivers
13904,0,Y,Y,90000.0,-13639,-188,Cooking staff
13905,0,N,N,90000.0,-16115,-985,Sales staff
13906,0,Y,N,360000.0,-12845,-2296,Accountants
13907,0,Y,Y,382500.0,-11864,-1748,IT staff
13908,0,N,N,81000.0,-17876,-377,Private service staff
13909,0,N,N,90000.0,-17825,-8410,Laborers
13910,0,N,Y,135000.0,-16323,-5467,Medicine staff
13911,0,N,Y,675000.0,-19698,-4441,Managers
13912,0,N,Y,112500.0,-15867,-2088,Sales staff
13913,0,N,N,157500.0,-15100,-3500,Cooking staff
13914,0,N,Y,180000.0,-17733,-5622,Laborers
13915,0,N,N,225000.0,-12079,-1984,Core staff
13916,0,Y,Y,85500.0,-18438,-9724,Core staff
13917,0,N,N,103500.0,-11720,-1191,Sales staff
13918,0,N,N,135000.0,-13967,-4850,High skill tech staff
13919,0,N,N,157500.0,-16017,-1398,Laborers
13920,0,N,Y,99000.0,-18979,-4609,Laborers
13921,0,Y,Y,256500.0,-14131,-2674,Accountants
13922,0,N,Y,247500.0,-11914,-2980,Sales staff
13923,0,N,N,144000.0,-14802,-1846,Drivers
13924,0,Y,N,90000.0,-13891,-7080,Medicine staff
13925,0,N,N,162000.0,-12580,-3109,Core staff
13926,0,Y,Y,112500.0,-20502,-4450,Drivers
13927,0,N,Y,202500.0,-12152,-1230,Laborers
13928,0,N,N,85500.0,-13708,-4625,High skill tech staff
13929,0,Y,N,135000.0,-11616,-825,High skill tech staff
13930,0,N,Y,292500.0,-16833,-3515,Core staff
13931,0,N,Y,315000.0,-17995,-4034,Managers
13932,0,Y,Y,135000.0,-19008,-3607,Managers
13933,0,N,Y,130500.0,-12676,-3455,Core staff
13934,0,N,Y,81000.0,-19661,-3046,Managers
13935,0,N,N,270000.0,-14255,-762,Drivers
13936,0,N,Y,270000.0,-14754,-2871,Laborers
13937,0,N,N,108000.0,-18827,-1131,Laborers
13938,0,Y,Y,135000.0,-13474,-2894,Accountants
13939,0,N,Y,360000.0,-13913,-619,High skill tech staff
13940,0,N,N,247500.0,-10343,-2058,Sales staff
13941,0,Y,Y,202500.0,-17850,-2014,Cooking staff
13942,0,Y,Y,202500.0,-9343,-1457,Waiters/barmen staff
13943,0,N,Y,112500.0,-13073,-4526,Medicine staff
13944,0,N,Y,157500.0,-10806,-720,Managers
13945,0,N,Y,135000.0,-14559,-2599,Laborers
13946,0,N,Y,135000.0,-14160,-4635,Sales staff
13947,0,N,N,180000.0,-13678,-7018,Core staff
13948,0,Y,Y,135000.0,-16949,-1371,Managers
13949,0,N,N,126000.0,-12616,-1904,Core staff
13950,0,N,Y,90000.0,-19482,-2878,Laborers
13951,0,Y,N,270000.0,-13128,-1392,Laborers
13952,0,Y,Y,225000.0,-19368,-3018,Sales staff
13953,0,Y,Y,270000.0,-17193,-1137,Laborers
13954,0,N,Y,180000.0,-9481,-651,Managers
13955,0,N,Y,112500.0,-14009,-6982,Laborers
13956,0,Y,Y,270000.0,-22234,-1506,Realty agents
13957,0,Y,Y,126000.0,-12264,-1097,Laborers
13958,0,Y,Y,157500.0,-11050,-443,Drivers
13959,0,N,Y,180000.0,-18253,-1595,Laborers
13960,0,N,N,67500.0,-14223,-1928,Laborers
13961,0,Y,Y,202500.0,-11688,-1299,Laborers
13962,0,N,N,112500.0,-12076,-5362,Laborers
13963,0,N,Y,225000.0,-17438,-142,Sales staff
13964,0,N,Y,112500.0,-11432,-820,Core staff
13965,0,Y,Y,202500.0,-17242,-857,Security staff
13966,0,Y,Y,225000.0,-10614,-1797,Sales staff
13967,0,Y,N,450000.0,-14970,-7183,Drivers
13968,0,N,Y,112500.0,-14887,-2599,Managers
13969,0,Y,Y,126000.0,-16468,-3304,Drivers
13970,0,Y,Y,225000.0,-20145,-1043,Laborers
13971,0,Y,Y,180000.0,-10789,-1702,Laborers
13972,0,Y,Y,243000.0,-14716,-2057,Sales staff
13973,0,N,Y,135000.0,-17287,-4826,Cooking staff
13974,0,Y,Y,162000.0,-21152,-397,Managers
13975,0,N,N,135000.0,-12546,-2539,Low-skill Laborers
13976,0,N,Y,202500.0,-14944,-2060,Managers
13977,0,N,Y,180000.0,-17560,-8923,Accountants
13978,0,Y,Y,189000.0,-16344,-864,Core staff
13979,0,N,Y,157500.0,-20163,-223,Core staff
13980,0,Y,Y,225000.0,-16507,-4331,Drivers
13981,0,N,N,67500.0,-18590,-3382,Laborers
13982,0,N,Y,90000.0,-14071,-1098,Cooking staff
13983,0,N,Y,292500.0,-21111,-4816,Core staff
13984,0,N,N,157500.0,-12915,-3174,Sales staff
13985,0,Y,N,135000.0,-19048,-3932,Drivers
13986,0,Y,Y,157500.0,-21884,-1496,High skill tech staff
13987,0,N,Y,175500.0,-16835,-5109,Laborers
13988,0,N,Y,157500.0,-11264,-563,Drivers
13989,0,N,N,171000.0,-16241,-8862,Drivers
13990,0,N,Y,67500.0,-13156,-1192,Cooking staff
13991,0,Y,Y,202500.0,-11688,-1299,Laborers
13992,0,N,Y,157500.0,-11300,-1007,Laborers
13993,0,N,N,112500.0,-9320,-2257,High skill tech staff
13994,0,Y,N,495000.0,-19130,-5483,Managers
13995,0,Y,Y,90000.0,-12821,-155,Laborers
13996,0,Y,N,247500.0,-12340,-3334,Managers
13997,0,N,Y,360000.0,-12483,-4039,Managers
13998,0,Y,N,81000.0,-14157,-2349,Laborers
13999,0,Y,Y,67500.0,-11831,-3778,Core staff
14000,0,N,Y,270000.0,-10886,-308,Laborers
14001,0,N,N,90000.0,-11639,-3333,Waiters/barmen staff
14002,0,N,Y,135000.0,-10932,-575,Secretaries
14003,0,N,N,135000.0,-16163,-1496,Laborers
14004,0,N,N,126000.0,-12616,-1904,Core staff
14005,0,N,Y,90000.0,-16725,-5618,Low-skill Laborers
14006,0,Y,Y,144000.0,-10367,-2389,Sales staff
14007,0,N,Y,270000.0,-10454,-400,Managers
14008,0,Y,Y,180000.0,-14708,-1679,Laborers
14009,0,Y,N,292500.0,-18811,-1170,Laborers
14010,0,N,Y,135000.0,-15562,-7824,Laborers
14011,0,N,Y,135000.0,-21396,-1013,High skill tech staff
14012,0,Y,Y,225000.0,-14597,-3346,Private service staff
14013,0,N,Y,157500.0,-13463,-1993,Security staff
14014,0,Y,N,315000.0,-14888,-7756,Laborers
14015,0,Y,Y,112500.0,-12571,-451,Drivers
14016,0,Y,N,180000.0,-11136,-3487,Sales staff
14017,0,N,N,360000.0,-11112,-469,Managers
14018,0,Y,Y,116100.0,-10136,-2441,Laborers
14019,0,N,N,135000.0,-10675,-1284,Core staff
14020,0,N,N,67500.0,-18401,-2149,Laborers
14021,0,Y,Y,112500.0,-16057,-3030,Cooking staff
14022,0,N,Y,135000.0,-18964,-8671,Core staff
14023,0,Y,Y,112500.0,-13295,-2454,Sales staff
14024,0,Y,Y,90000.0,-14116,-2269,Medicine staff
14025,0,Y,Y,225000.0,-14816,-1672,Core staff
14026,0,Y,N,234000.0,-19378,-858,Laborers
14027,0,Y,Y,157500.0,-14312,-4480,Laborers
14028,0,N,N,171000.0,-16241,-8862,Drivers
14029,0,N,Y,112500.0,-15171,-1508,Drivers
14030,0,N,N,180000.0,-19575,-2901,Sales staff
14031,0,N,Y,144000.0,-15138,-1769,Laborers
14032,0,N,N,315000.0,-16188,-309,Sales staff
14033,0,N,Y,112500.0,-8963,-1486,Core staff
14034,0,Y,Y,247500.0,-11085,-2783,Sales staff
14035,0,Y,Y,81000.0,-12654,-200,Laborers
14036,0,N,Y,112500.0,-14321,-1751,High skill tech staff
14037,0,N,Y,112500.0,-21215,-808,Medicine staff
14038,0,Y,N,202500.0,-11736,-727,Drivers
14039,0,Y,N,180000.0,-14943,-1650,Core staff
14040,0,Y,Y,225000.0,-11294,-1077,Managers
14041,0,N,Y,112500.0,-21864,-999,Cooking staff
14042,0,Y,Y,112500.0,-11353,-2316,Accountants
14043,0,N,Y,135000.0,-15875,-2758,Core staff
14044,0,Y,Y,445500.0,-12477,-456,Managers
14045,0,N,Y,135000.0,-16323,-5467,Medicine staff
14046,0,Y,Y,144000.0,-14291,-532,Accountants
14047,0,N,N,90000.0,-18728,-9325,Cooking staff
14048,0,Y,N,157500.0,-10611,-982,Drivers
14049,0,N,Y,157500.0,-13673,-2667,Core staff
14050,0,N,Y,225000.0,-12325,-187,Core staff
14051,0,Y,N,112500.0,-9525,-1843,Laborers
14052,0,Y,Y,157500.0,-16712,-2393,Core staff
14053,0,Y,Y,180000.0,-18667,-2150,Managers
14054,0,N,Y,292500.0,-18764,-9258,High skill tech staff
14055,0,Y,N,247500.0,-18338,-5673,Laborers
